# Sun May 02 15:08:50 GMT+02:00 2021
Value;Unit;Type;Overloaded
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7388;V;DC;
1.7388;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7387;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7386;V;DC;
1.7386;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7385;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7384;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7383;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7382;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7381;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7380;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7380;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7379;V;DC;
1.7379;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7378;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7377;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7376;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7375;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7374;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7373;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7372;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7371;V;DC;
1.7371;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7369;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7368;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7368;V;DC;
1.7370;V;DC;
1.7369;V;DC;
1.7368;V;DC;
1.7370;V;DC;
1.7369;V;DC;
1.7370;V;DC;
1.7369;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7370;V;DC;
1.7369;V;DC;
1.7370;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7369;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7368;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7367;V;DC;
1.7367;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7366;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7365;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7364;V;DC;
1.7364;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7363;V;DC;
1.7363;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7362;V;DC;
1.7362;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7361;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7359;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7359;V;DC;
1.7360;V;DC;
1.7360;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7360;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7359;V;DC;
1.7359;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7358;V;DC;
1.7358;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7357;V;DC;
1.7357;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7356;V;DC;
1.7356;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7355;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7354;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7353;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7352;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7351;V;DC;
1.7351;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7350;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7350;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7349;V;DC;
1.7349;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7348;V;DC;
1.7348;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7347;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7346;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7345;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7344;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7343;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7342;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7341;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7340;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7339;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7338;V;DC;
1.7338;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7337;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7336;V;DC;
1.7336;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7335;V;DC;
1.7335;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7334;V;DC;
1.7334;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7333;V;DC;
1.7333;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7332;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7329;V;DC;
1.7331;V;DC;
1.7330;V;DC;
1.7329;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7331;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7330;V;DC;
1.7329;V;DC;
1.7330;V;DC;
1.7329;V;DC;
1.7330;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7329;V;DC;
1.7329;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7328;V;DC;
1.7328;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7327;V;DC;
1.7327;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7326;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7325;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7324;V;DC;
1.7324;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
1.7323;V;DC;
